molecule;gene;target;start;end;strand
AB000I5ARO;DUF2520 domain-containing protein;F;-5376291;-5375355;1
AB000I5ARO;hypothetical protein;F;-5377696;-5376385;1
AB000I5ARO;DUF3180 domain-containing protein;F;-5378240;-5377763;1
AB000I5ARO;folK;F;-5378761;-5378239;1
AB000I5ARO;folB;F;-5379159;-5378757;1
AB000I5ARO;folP;F;-5379994;-5379151;1
AB000I5ARO;YbjQ family protein;F;-5367077;-5366708;1
AB000I5ARO;CbtB-domain containing protein;F;-5366563;-5366350;1
AB000I5ARO;CbtA family protein;F;-5366337;-5365602;1
AB000I5ARO;histidine phosphatase family protein;F;-5365606;-5365048;1
AB000I5ARO;serine hydrolase;F;-5365069;-5363689;-1
AB000I5ARO;mhuD;F;-5363727;-5363409;-1
AB000I5ARO;alpha/beta hydrolase;F;-5363411;-5362580;1
AB000I5ARO;hypothetical protein;F;-5362607;-5362376;-1
AB000I5ARO;helix-turn-helix domain-containing protein;F;-5362305;-5361345;1
AB000I5ARO;A/G-specific adenine glycosylase;F;-5361349;-5360434;-1
AB000I5ARO;carbonic anhydrase;F;-5360436;-5359818;1
AB000I5ARO;hypothetical protein;F;-5359762;-5358931;1
AB000I5ARO;disA;F;-5358923;-5357813;-1
AB000I5ARO;radA;F;-5357817;-5356368;-1
AB000ZR4GJ;clpC1;T;4438565;4441088;1
AB000ZR4GJ;.;F;4439826.5;4439826.5;1
AB000ZR4GJ;CbtB-domain containing protein;F;4441294;4441510;1
AB000ZR4GJ;CbtA family protein;F;4441524;4442433;1
AB000ZR4GJ;YbjQ family protein;F;4442490;4442886;1
AB000ZR4GJ;riboswitch;F;4442909;4443117;1
AB000ZR4GJ;metE;F;4443229;4445485;1
AB000ZR4GJ;NADH:flavin oxidoreductase;F;4445539;4446646;-1
AB000ZR4GJ;DUF417 family protein;F;4446638;4447163;-1
AB000ZR4GJ;AraC family transcriptional regulator;F;4447293;4448217;1
AB000ZR4GJ;NADP-dependent oxidoreductase;F;4448286;4449204;1
AB000ZR4GJ;pyruvate carboxylase;F;4449216;4452612;-1
AB000ZR4GJ;Lsr2 family protein;F;4437959;4438307;1
AB000ZR4GJ;lysS;F;4436346;4437849;1
AB000ZR4GJ;alanine racemase;F;4435062;4436322;-1
AB000ZR4GJ;type III pantothenate kinase;F;4434209;4435013;1
AB000ZR4GJ;aspartate 1-decarboxylase;F;4433796;4434204;1
AB000ZR4GJ;pantoate--beta-alanine ligase;F;4432828;4433797;1
AB000ZR4GJ;DUF2520 domain-containing protein;F;4431905;4432832;1
AB000ZR4GJ;hypothetical protein;F;4430790;4431825;1
AB000ZR4GJ;DUF3180 domain-containing protein;F;4430246;4430723;1
AB000ZR4GJ;folK;F;4429743;4430247;1
AB000ZR4GJ;folB;F;4429372;4429747;1
AB000ZR4GJ;folP;F;4428585;4429380;1
AB000ZR4GJ;folE;F;4427959;4428568;1
AB000ZO2GC;clpC1;T;507556;510085;1
AB000ZO2GC;.;F;508820.5;508820.5;1
AB000ZO2GC;YbjQ family protein;F;510193;510562;1
AB000ZO2GC;CbtB-domain containing protein;F;510707;510920;1
AB000ZO2GC;CbtA family protein;F;510944;511748;1
AB000ZO2GC;histidine phosphatase family protein;F;511744;512302;1
AB000ZO2GC;serine hydrolase;F;512281;513649;-1
AB000ZO2GC;mhuD;F;513623;513941;-1
AB000ZO2GC;alpha/beta hydrolase;F;513996;514770;1
AB000ZO2GC;hypothetical protein;F;514743;514941;-1
AB000ZO2GC;helix-turn-helix domain-containing protein;F;515012;515972;1
AB000ZO2GC;A/G-specific adenine glycosylase;F;515968;516844;-1
AB000ZO2GC;carbonic anhydrase;F;516881;517499;1
AB000ZO2GC;hypothetical protein;F;517588;518380;1
AB000ZO2GC;disA;F;518445;519561;-1
AB000ZO2GC;radA;F;519551;521000;-1
AB000ZO2GC;Lsr2 family protein;F;506963;507305;1
AB000ZO2GC;lysS;F;505327;506848;1
AB000ZO2GC;alanine racemase;F;504035;505304;-1
AB000ZO2GC;type III pantothenate kinase;F;503226;504039;1
AB000ZO2GC;aspartate 1-decarboxylase;F;502807;503224;1
AB000ZO2GC;pantoate--beta-alanine ligase;F;501878;502808;1
AB000ZO2GC;DUF2520 domain-containing protein;F;500946;501882;1
AB000ZO2GC;hypothetical protein;F;499546;500851;1
AB000ZO2GC;DUF3180 domain-containing protein;F;499002;499479;1
AB000ZO2GC;folK;F;498478;499003;1
AB000ZO2GC;folB;F;498080;498482;1
AB000ZO2GC;folP;F;497233;498088;1
AB000ZS5IH;clpC1;T;5042735;5045261;1
AB000ZS5IH;.;F;5043998.0;5043998.0;1
AB000ZS5IH;CbtB-domain containing protein;F;5045496;5045712;1
AB000ZS5IH;CbtA family protein;F;5045738;5046533;1
AB000ZS5IH;histidine phosphatase family protein;F;5046529;5047081;1
AB000ZS5IH;serine hydrolase;F;5047091;5048471;-1
AB000ZS5IH;mhuD;F;5048445;5048775;-1
AB000ZS5IH;alpha/beta hydrolase;F;5048813;5049584;1
AB000ZS5IH;hypothetical protein;F;5049557;5049821;-1
AB000ZS5IH;helix-turn-helix domain-containing protein;F;5049892;5050873;1
AB000ZS5IH;EAL domain-containing protein;F;5050885;5052754;-1
AB000ZS5IH;A/G-specific adenine glycosylase;F;5052814;5053681;-1
AB000ZS5IH;carbonic anhydrase;F;5053710;5054331;1
AB000ZS5IH;hypothetical protein;F;5054402;5055179;1
AB000ZS5IH;disA;F;5055181;5056297;-1
AB000ZS5IH;Lsr2 family protein;F;5042049;5042391;1
AB000ZS5IH;lysS;F;5040377;5041934;1
AB000ZS5IH;alanine racemase;F;5039070;5040315;-1
AB000ZS5IH;type III pantothenate kinase;F;5038201;5039017;1
AB000ZS5IH;aspartate 1-decarboxylase;F;5037789;5038197;1
AB000ZS5IH;pantoate--beta-alanine ligase;F;5036848;5037790;1
AB000ZS5IH;DUF2520 domain-containing protein;F;5035910;5036852;1
AB000ZS5IH;hypothetical protein;F;5034459;5035827;1
AB000ZS5IH;DUF3180 domain-containing protein;F;5033903;5034383;1
AB000ZS5IH;folK;F;5033373;5033904;1
AB000ZS5IH;folB;F;5032993;5033377;1
AB000ZS5IH;folP;F;5032170;5033001;1
AB000ZT0R1;clpC1;T;-3500217;-3497688;1
AB000ZT0R1;.;F;-3498952.5;-3498952.5;1
AB000ZT0R1;Lsr2 family protein;F;-3500805;-3500463;1
AB000ZT0R1;lysS;F;-3502456;-3500920;1
AB000ZT0R1;alanine racemase;F;-3503760;-3502479;-1
AB000ZT0R1;type III pantothenate kinase;F;-3504572;-3503756;1
AB000ZT0R1;aspartate 1-decarboxylase;F;-3504991;-3504574;1
AB000ZT0R1;pantoate--beta-alanine ligase;F;-3505923;-3504990;1
AB000ZT0R1;DUF2520 domain-containing protein;F;-3506858;-3505919;1
AB000ZT0R1;hypothetical protein;F;-3508317;-3506973;1
AB000ZT0R1;DUF3180 family protein;F;-3508860;-3508383;1
AB000ZT0R1;folK;F;-3509393;-3508859;1
AB000ZT0R1;folB;F;-3509794;-3509389;1
AB000ZT0R1;folP;F;-3510590;-3509786;1
AB000ZT0R1;heavy metal-binding domain-containing protein;F;-3497540;-3497171;1
AB000ZT0R1;riboswitch;F;-3497171;-3497048;1
AB000ZT0R1;CbtB-domain containing protein;F;-3497025;-3496812;1
AB000ZT0R1;CbtA family protein;F;-3496789;-3495988;1
AB000ZT0R1;histidine phosphatase family protein;F;-3495992;-3495440;1
AB000ZT0R1;serine hydrolase;F;-3495450;-3493992;-1
AB000ZT0R1;mhuD;F;-3494084;-3493769;-1
AB000ZT0R1;alpha/beta fold hydrolase;F;-3493771;-3492937;1
AB000ZT0R1;hypothetical protein;F;-3492967;-3492682;-1
AB000ZT0R1;helix-turn-helix domain-containing protein;F;-3492611;-3491651;1
AB000ZT0R1;A/G-specific adenine glycosylase;F;-3491490;-3490602;-1
AB000ZT0R1;carbonic anhydrase;F;-3490565;-3489947;1
AB000ZT0R1;hypothetical protein;F;-3489858;-3489096;1
AB000ZT0R1;disA;F;-3489100;-3487984;-1
AB000ZT0R1;radA;F;-3487994;-3486548;-1
AB0013JNGP;clpC1;T;-5808291;-5805765;1
AB0013JNGP;.;F;-5807028.0;-5807028.0;1
AB0013JNGP;Lsr2 family protein;F;-5808979;-5808640;1
AB0013JNGP;lysS;F;-5810606;-5809094;1
AB0013JNGP;type III pantothenate kinase;F;-5811458;-5810639;1
AB0013JNGP;aspartate 1-decarboxylase;F;-5811880;-5811460;1
AB0013JNGP;pantoate--beta-alanine ligase;F;-5812803;-5811879;1
AB0013JNGP;DUF2520 domain-containing protein;F;-5813711;-5812799;1
AB0013JNGP;hypothetical protein;F;-5815250;-5813813;1
AB0013JNGP;DUF3180 domain-containing protein;F;-5815799;-5815325;1
AB0013JNGP;folK;F;-5816314;-5815798;1
AB0013JNGP;folB;F;-5816723;-5816327;1
AB0013JNGP;folP;F;-5817552;-5816715;1
AB0013JNGP;folE;F;-5818151;-5817548;1
AB0013JNGP;ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein;F;-5820415;-5818165;1
AB0013JNGP;CbtB-domain containing protein;F;-5805545;-5805335;1
AB0013JNGP;CbtA family protein;F;-5805315;-5804571;1
AB0013JNGP;histidine phosphatase family protein;F;-5804575;-5804038;1
AB0013JNGP;class A beta-lactamase-related serine hydrolase;F;-5803725;-5802354;-1
AB0013JNGP;mhuD;F;-5802380;-5802062;-1
AB0013JNGP;alpha/beta hydrolase;F;-5802048;-5801277;1
AB0013JNGP;A/G-specific adenine glycosylase;F;-5801273;-5800361;-1
AB0013JNGP;carbonic anhydrase;F;-5800363;-5799739;1
AB0013JNGP;hypothetical protein;F;-5799650;-5798840;1
AB0013JNGP;disA;F;-5798759;-5797682;-1
AB0013JNGP;radA;F;-5797652;-5796230;-1
AB0013JNGP;hypothetical protein;F;-5796182;-5795609;-1
AB000ZT85P;clpC1;T;2920203;2922732;1
AB000ZT85P;.;F;2921467.5;2921467.5;1
AB000ZT85P;heavy metal-binding domain-containing protein;F;2922852;2923221;1
AB000ZT85P;CbtB-domain containing protein;F;2923364;2923580;1
AB000ZT85P;CbtA family protein;F;2923603;2924404;1
AB000ZT85P;histidine phosphatase family protein;F;2924465;2925023;1
AB000ZT85P;serine hydrolase;F;2925002;2926337;-1
AB000ZT85P;mhuD;F;2926347;2926665;-1
AB000ZT85P;alpha/beta fold hydrolase;F;2926663;2927494;1
AB000ZT85P;hypothetical protein;F;2927467;2927727;-1
AB000ZT85P;helix-turn-helix domain-containing protein;F;2927733;2928693;1
AB000ZT85P;A/G-specific adenine glycosylase;F;2928689;2929583;-1
AB000ZT85P;carbonic anhydrase;F;2929620;2930238;1
AB000ZT85P;hypothetical protein;F;2930318;2931104;1
AB000ZT85P;disA;F;2931144;2932245;-1
AB000ZT85P;radA;F;2932247;2933696;-1
AB000ZT85P;Lsr2 family protein;F;2919594;2919936;1
AB000ZT85P;lysS;F;2917957;2919478;1
AB000ZT85P;alanine racemase;F;2916653;2917934;-1
AB000ZT85P;type III pantothenate kinase;F;2915791;2916595;1
AB000ZT85P;aspartate 1-decarboxylase;F;2915372;2915789;1
AB000ZT85P;pantoate--beta-alanine ligase;F;2914419;2915373;1
AB000ZT85P;DUF2520 domain-containing protein;F;2913511;2914447;1
AB000ZT85P;hypothetical protein;F;2912115;2913393;1
AB000ZT85P;DUF3180 family protein;F;2911554;2912028;1
AB000ZT85P;folK;F;2910991;2911555;1
AB000ZT85P;folB;F;2910593;2910995;1
AB000ZT85P;folP;F;2909764;2910601;1
AB000BOOZ0;clpC1;T;-5476185;-5473641;1
AB000BOOZ0;.;F;-5474913.0;-5474913.0;1
AB000BOOZ0;Lsr2 family protein;F;-5476817;-5476475;1
AB000BOOZ0;lysS;F;-5478430;-5476924;1
AB000BOOZ0;amino acid deaminase;F;-5479710;-5478453;-1
AB000BOOZ0;type III pantothenate kinase;F;-5480551;-5479741;1
AB000BOOZ0;pantoate--beta-alanine ligase;F;-5481532;-5480587;1
AB000BOOZ0;DUF2520 domain-containing protein;F;-5482476;-5481528;1
AB000BOOZ0;hypothetical protein;F;-5483811;-5482554;1
AB000BOOZ0;DUF3180 domain-containing protein;F;-5484364;-5483887;1
AB000BOOZ0;folK;F;-5484894;-5484363;1
AB000BOOZ0;folB;F;-5485274;-5484890;1
AB000BOOZ0;folP;F;-5486097;-5485266;1
AB000BOOZ0;folE;F;-5486750;-5486141;1
AB000BOOZ0;CbtB-domain containing protein;F;-5473425;-5473209;1
AB000BOOZ0;CbtA family protein;F;-5473182;-5472384;1
AB000BOOZ0;histidine phosphatase family protein;F;-5472340;-5471809;1
AB000BOOZ0;serine hydrolase;F;-5471823;-5470461;-1
AB000BOOZ0;mhuD;F;-5470487;-5470169;-1
AB000BOOZ0;alpha/beta hydrolase;F;-5470129;-5469346;1
AB000BOOZ0;hypothetical protein;F;-5469301;-5469049;-1
AB000BOOZ0;helix-turn-helix domain-containing protein;F;-5468977;-5467996;1
AB000BOOZ0;A/G-specific adenine glycosylase;F;-5468000;-5467127;-1
AB000BOOZ0;carbonic anhydrase;F;-5467099;-5466478;1
AB000BOOZ0;hypothetical protein;F;-5466444;-5465649;1
AB000BOOZ0;disA;F;-5465648;-5464526;-1
AB000BOOZ0;radA;F;-5464470;-5463081;-1
AB000I8WUV;clpC1;T;367202;369749;1
AB000I8WUV;.;F;368475.5;368475.5;1
AB000I8WUV;PE family protein;F;369951;371320;1
AB000I8WUV;CbtB-domain containing protein;F;371496;371706;1
AB000I8WUV;CbtA family protein;F;371720;372488;1
AB000I8WUV;histidine phosphatase family protein;F;372495;373029;1
AB000I8WUV;polyprenyl synthetase family protein;F;373254;374295;1
AB000I8WUV;DHA2 family efflux MFS transporter permease subunit;F;374359;375928;1
AB000I8WUV;polyprenol monophosphomannose synthase;F;375924;376887;1
AB000I8WUV;mhuD;F;378089;378407;-1
AB000I8WUV;alpha/beta hydrolase;F;378462;379230;1
AB000I8WUV;A/G-specific adenine glycosylase;F;379237;380149;-1
AB000I8WUV;lsr2;F;366483;366825;1
AB000I8WUV;lysS;F;364872;366369;1
AB000I8WUV;type III pantothenate kinase;F;363932;364751;1
AB000I8WUV;aspartate 1-decarboxylase;F;363498;363930;1
AB000I8WUV;pantoate--beta-alanine ligase;F;362551;363499;1
AB000I8WUV;Rossmann-like and DUF2520 domain-containing protein;F;361643;362555;1
AB000I8WUV;hypothetical protein;F;360188;361541;1
AB000I8WUV;DUF3180 domain-containing protein;F;359600;360077;1
AB000I8WUV;folK;F;359073;359601;1
AB000I8WUV;folB;F;358675;359077;1
AB000I8WUV;folP;F;357840;358683;1
AB000I8WUV;folE;F;357235;357844;1
AB000I8WUV;hflB;F;354996;357219;1
AB000ZODG6;clpC1;T;5069384;5071928;1
AB000ZODG6;.;F;5070656.0;5070656.0;1
AB000ZODG6;CbtB-domain containing protein;F;5072136;5072352;1
AB000ZODG6;CbtA family protein;F;5072355;5073165;1
AB000ZODG6;histidine phosphatase family protein;F;5073161;5073710;1
AB000ZODG6;serine hydrolase;F;5073711;5075073;-1
AB000ZODG6;mhuD;F;5075047;5075365;-1
AB000ZODG6;alpha/beta hydrolase;F;5075416;5076184;1
AB000ZODG6;helix-turn-helix domain-containing protein;F;5076232;5077213;1
AB000ZODG6;A/G-specific adenine glycosylase;F;5077155;5078082;-1
AB000ZODG6;carbonic anhydrase;F;5078110;5078731;1
AB000ZODG6;hypothetical protein;F;5078797;5079565;1
AB000ZODG6;disA;F;5079566;5080688;-1
AB000ZODG6;radA;F;5080731;5082120;-1
AB000ZODG6;Lsr2 family protein;F;5068804;5069146;1
AB000ZODG6;lysS;F;5067178;5068696;1
AB000ZODG6;alanine racemase;F;5065910;5067155;-1
AB000ZODG6;type III pantothenate kinase;F;5065098;5065914;1
AB000ZODG6;aspartate 1-decarboxylase;F;5064686;5065094;1
AB000ZODG6;pantoate--beta-alanine ligase;F;5063742;5064687;1
AB000ZODG6;DUF2520 domain-containing protein;F;5062798;5063746;1
AB000ZODG6;hypothetical protein;F;5061629;5062721;1
AB000ZODG6;DUF3180 domain-containing protein;F;5061085;5061562;1
AB000ZODG6;folK;F;5060567;5061086;1
AB000ZODG6;folB;F;5060184;5060571;1
AB000ZODG6;folP;F;5059370;5060192;1
AB000XH9PX;p: dihydropteroate synthase;T;621903;624447;1
AB000XH9PX;.;F;623175.0;623175.0;1
AB000XH9PX;serine hydrolase;F;624471;625836;-1
AB000XH9PX;mhuD;F;625810;626131;-1
AB000XH9PX;alpha/beta hydrolase;F;626192;626963;1
AB000XH9PX;A/G-specific adenine glycosylase;F;626967;627879;-1
AB000XH9PX;carbonic anhydrase;F;627877;628495;1
AB000XH9PX;hypothetical protein;F;628633;629437;1
AB000XH9PX;disA;F;629449;630532;-1
AB000XH9PX;radA;F;630548;631961;-1
AB000XH9PX;hypothetical protein;F;632010;632568;-1
AB000XH9PX;RNA polymerase-binding transcription factor CarD;F;632846;633335;1
AB000XH9PX;2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase;F;633351;634041;1
AB000XH9PX;2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase;F;634037;634526;1
AB000XH9PX;Lsr2 family protein;F;621228;621567;1
AB000XH9PX;lysS;F;619604;621101;1
AB000XH9PX;IS481 family transposase;F;618582;619554;1
AB000XH9PX;type III pantothenate kinase;F;617661;618477;1
AB000XH9PX;aspartate 1-decarboxylase;F;617239;617659;1
AB000XH9PX;pantoate--beta-alanine ligase;F;616301;617240;1
AB000XH9PX;Rossmann-like and DUF2520 domain-containing protein;F;615393;616305;1
AB000XH9PX;hypothetical protein;F;613851;615279;1
AB000XH9PX;DUF3180 domain-containing protein;F;613288;613765;1
AB000XH9PX;folK;F;612770;613289;1
AB000XH9PX;folB;F;612316;612706;1
AB000XH9PX;folP;F;611472;612324;1
AB0003SL3S;clpC1;T;2236361;2238905;1
AB0003SL3S;.;F;2237633.0;2237633.0;1
AB0003SL3S;CbtB-domain containing protein;F;2239130;2239355;1
AB0003SL3S;CbtA family protein;F;2239354;2240161;1
AB0003SL3S;histidine phosphatase family protein;F;2240164;2240716;1
AB0003SL3S;serine hydrolase;F;2240806;2242168;-1
AB0003SL3S;mhuD;F;2242151;2242472;-1
AB0003SL3S;alpha/beta hydrolase;F;2242497;2243268;1
AB0003SL3S;hypothetical protein;F;2243241;2243508;-1
AB0003SL3S;helix-turn-helix domain-containing protein;F;2243579;2244560;1
AB0003SL3S;adenylate/guanylate cyclase domain-containing protein;F;2244563;2245928;-1
AB0003SL3S;A/G-specific adenine glycosylase;F;2245941;2246811;-1
AB0003SL3S;carbonic anhydrase;F;2246809;2247430;1
AB0003SL3S;hypothetical protein;F;2247490;2248258;1
AB0003SL3S;disA;F;2248254;2249373;-1
AB0003SL3S;Lsr2 family protein;F;2235805;2236147;1
AB0003SL3S;lysS;F;2234171;2235680;1
AB0003SL3S;alanine racemase;F;2232903;2234148;-1
AB0003SL3S;type III pantothenate kinase;F;2232084;2232900;1
AB0003SL3S;aspartate 1-decarboxylase;F;2231672;2232080;1
AB0003SL3S;pantoate--beta-alanine ligase;F;2230737;2231673;1
AB0003SL3S;DUF2520 domain-containing protein;F;2229790;2230741;1
AB0003SL3S;hypothetical protein;F;2228474;2229701;1
AB0003SL3S;DUF3180 domain-containing protein;F;2227921;2228398;1
AB0003SL3S;folK;F;2227409;2227922;1
AB0003SL3S;folB;F;2227018;2227399;1
AB0003SL3S;folP;F;2226222;2227026;1
AB0008NKUF;clpC1;T;-5629362;-5626833;1
AB0008NKUF;.;F;-5628097.5;-5628097.5;1
AB0008NKUF;Lsr2 family protein;F;-5629951;-5629609;1
AB0008NKUF;lysS;F;-5631589;-5630068;1
AB0008NKUF;amino acid deaminase;F;-5632887;-5631612;-1
AB0008NKUF;type III pantothenate kinase;F;-5633699;-5632883;1
AB0008NKUF;aspartate 1-decarboxylase;F;-5634120;-5633703;1
AB0008NKUF;pantoate--beta-alanine ligase;F;-5635049;-5634119;1
AB0008NKUF;DUF2520 domain-containing protein;F;-5635981;-5635045;1
AB0008NKUF;hypothetical protein;F;-5637428;-5636075;1
AB0008NKUF;DUF3180 domain-containing protein;F;-5637969;-5637495;1
AB0008NKUF;folK;F;-5638490;-5637968;1
AB0008NKUF;folB;F;-5638888;-5638486;1
AB0008NKUF;folP;F;-5639678;-5638880;1
AB0008NKUF;YbjQ family protein;F;-5626758;-5626389;1
AB0008NKUF;CbtB-domain containing protein;F;-5626246;-5626033;1
AB0008NKUF;CbtA family protein;F;-5626008;-5625273;1
AB0008NKUF;histidine phosphatase family protein;F;-5625277;-5624719;1
AB0008NKUF;serine hydrolase;F;-5624740;-5623423;-1
AB0008NKUF;mhuD;F;-5623386;-5623068;-1
AB0008NKUF;alpha/beta fold hydrolase;F;-5623070;-5622239;1
AB0008NKUF;hypothetical protein;F;-5622266;-5622035;-1
AB0008NKUF;helix-turn-helix domain-containing protein;F;-5621964;-5621004;1
AB0008NKUF;A/G-specific adenine glycosylase;F;-5621035;-5620093;-1
AB0008NKUF;carbonic anhydrase;F;-5620095;-5619477;1
AB0008NKUF;hypothetical protein;F;-5619397;-5618602;1
AB0008NKUF;disA;F;-5618523;-5617407;-1
AB0008NKUF;radA;F;-5617417;-5615968;-1
AB0001DMB5;clpC1;T;-5735540;-5732996;1
AB0001DMB5;.;F;-5734268.0;-5734268.0;1
AB0001DMB5;Lsr2 family protein;F;-5736177;-5735835;1
AB0001DMB5;lysS;F;-5737790;-5736284;1
AB0001DMB5;amino acid deaminase;F;-5739091;-5737813;-1
AB0001DMB5;type III pantothenate kinase;F;-5739907;-5739091;1
AB0001DMB5;aspartate 1-decarboxylase;F;-5740319;-5739911;1
AB0001DMB5;pantoate--beta-alanine ligase;F;-5741254;-5740318;1
AB0001DMB5;DUF2520 domain-containing protein;F;-5742198;-5741250;1
AB0001DMB5;hypothetical protein;F;-5743468;-5742277;1
AB0001DMB5;DUF3180 domain-containing protein;F;-5744022;-5743545;1
AB0001DMB5;folK;F;-5744549;-5744021;1
AB0001DMB5;folB;F;-5744920;-5744545;1
AB0001DMB5;folP;F;-5745719;-5744912;1
AB0001DMB5;IS1634 family transposase;F;-5732738;-5731103;1
AB0001DMB5;CbtB-domain containing protein;F;-5730933;-5730717;1
AB0001DMB5;CbtA family protein;F;-5730690;-5729889;1
AB0001DMB5;histidine phosphatase family protein;F;-5729883;-5729325;1
AB0001DMB5;hypothetical protein;F;-5729325;-5727960;-1
AB0001DMB5;mhuD;F;-5727980;-5727656;-1
AB0001DMB5;alpha/beta hydrolase;F;-5727617;-5726852;1
AB0001DMB5;hypothetical protein;F;-5726879;-5726627;-1
AB0001DMB5;helix-turn-helix domain-containing protein;F;-5726555;-5725577;1
AB0001DMB5;FAD-dependent oxidoreductase;F;-5725517;-5724329;1
AB0001DMB5;RNA polymerase sigma-70 factor;F;-5724333;-5723430;1
AB0001DMB5;A/G-specific adenine glycosylase;F;-5723430;-5722557;-1
AB000ZNUCB;clpC1;T;2240566;2243083;1
AB000ZNUCB;.;F;2241824.5;2241824.5;1
AB000ZNUCB;CbtB-domain containing protein;F;2243305;2243521;1
AB000ZNUCB;CbtA family protein;F;2243541;2244342;1
AB000ZNUCB;histidine phosphatase family protein;F;2244341;2244890;1
AB000ZNUCB;GGDEF domain-containing protein;F;2244894;2246259;-1
AB000ZNUCB;serine hydrolase;F;2246272;2247628;-1
AB000ZNUCB;mhuD;F;2247596;2247908;-1
AB000ZNUCB;alpha/beta hydrolase;F;2247931;2248702;1
AB000ZNUCB;hypothetical protein;F;2248675;2248897;-1
AB000ZNUCB;helix-turn-helix domain-containing protein;F;2248968;2249934;1
AB000ZNUCB;A/G-specific adenine glycosylase;F;2249930;2250887;-1
AB000ZNUCB;carbonic anhydrase;F;2250924;2251542;1
AB000ZNUCB;hypothetical protein;F;2251624;2252410;1
AB000ZNUCB;disA;F;2252414;2253497;-1
AB000ZNUCB;Lsr2 family protein;F;2240015;2240357;1
AB000ZNUCB;lysS;F;2238377;2239880;1
AB000ZNUCB;alanine racemase;F;2237094;2238339;-1
AB000ZNUCB;type III pantothenate kinase;F;2236268;2237081;1
AB000ZNUCB;pantoate--beta-alanine ligase;F;2235331;2236267;1
AB000ZNUCB;DUF2520 domain-containing protein;F;2234420;2235332;1
AB000ZNUCB;hypothetical protein;F;2233223;2234381;1
AB000ZNUCB;exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase;F;2231648;2233142;1
AB000ZNUCB;DUF3180 domain-containing protein;F;2231049;2231526;1
AB000ZNUCB;folK;F;2230528;2231050;1
AB000ZOGWE;clpC1;T;-3954455;-3951911;1
AB000ZOGWE;.;F;-3953183.0;-3953183.0;1
AB000ZOGWE;Lsr2 family protein;F;-3955062;-3954720;1
AB000ZOGWE;lysS;F;-3956705;-3955196;1
AB000ZOGWE;alanine racemase;F;-3957991;-3956728;-1
AB000ZOGWE;type III pantothenate kinase;F;-3958815;-3957999;1
AB000ZOGWE;aspartate 1-decarboxylase;F;-3959226;-3958818;1
AB000ZOGWE;pantoate--beta-alanine ligase;F;-3960158;-3959225;1
AB000ZOGWE;DUF2520 domain-containing protein;F;-3961078;-3960157;1
AB000ZOGWE;hypothetical protein;F;-3962489;-3961166;1
AB000ZOGWE;DUF3180 family protein;F;-3963041;-3962564;1
AB000ZOGWE;folK;F;-3963553;-3963040;1
AB000ZOGWE;folB;F;-3963930;-3963549;1
AB000ZOGWE;folP;F;-3964738;-3963922;1
AB000ZOGWE;riboswitch;F;-3951824;-3951720;1
AB000ZOGWE;CbtB-domain containing protein;F;-3951660;-3951444;1
AB000ZOGWE;CbtA family protein;F;-3951422;-3950615;1
AB000ZOGWE;histidine phosphatase family protein;F;-3950619;-3950067;1
AB000ZOGWE;serine hydrolase;F;-3950071;-3948697;-1
AB000ZOGWE;mhuD;F;-3948726;-3948405;-1
AB000ZOGWE;alpha/beta fold hydrolase;F;-3948380;-3947609;1
AB000ZOGWE;hypothetical protein;F;-3947636;-3947381;-1
AB000ZOGWE;helix-turn-helix domain-containing protein;F;-3947310;-3946323;1
AB000ZOGWE;alpha/beta fold hydrolase;F;-3946321;-3944962;-1
AB000ZOGWE;A/G-specific adenine glycosylase;F;-3944949;-3944079;-1
AB000ZOGWE;carbonic anhydrase;F;-3944081;-3943460;1
AB000ZOGWE;hypothetical protein;F;-3943389;-3942636;1
